# #stocks, #noise, #price, #walk, #kn, #action,#timestep
4886,22,0.02,1807,354,sell,1328
4911,124,0.007,1829,379,sell,1329
5046,219,-0.012,1953,514,sell,1330
5270,-80,-0.108,2172,738,buy,1331
5189,23,-0.006,2092,657,sell,1332
5214,49,-0.018,2115,682,sell,1333
5265,-101,-0.032,2164,733,buy,1334
5159,107,-0.001,2063,627,sell,1335
5270,-266,-0.03,2170,738,buy,1336
4993,96,0.029,1904,461,sell,1337
5098,135,0.001,2000,566,sell,1338
5241,5,-0.024,2135,709,sell,1339
5251,101,-0.03,2140,719,sell,1340
5355,-19,-0.136,2241,823,buy,1341
5330,-162,-0.011,2222,798,buy,1342
5163,93,0.014,2060,631,sell,1343
5256,52,-0.005,2153,724,sell,1344
5312,93,-0.015,2205,780,sell,1345
5408,28,-0.149,2298,876,sell,1346
5442,-50,-0.156,2326,910,buy,1347
5386,58,-0.004,2276,854,sell,1348
5445,-59,-0.024,2334,913,buy,1349
5386,-147,-0.004,2275,854,buy,1350
5238,98,0.012,2128,706,sell,1351
5338,-234,-0.008,2226,806,buy,1352
5097,-66,0.027,1992,565,buy,1353
5028,177,0.037,1926,496,sell,1354
5206,164,-0.005,2103,674,sell,1355
5378,-2,-0.133,2267,846,buy,1356
5374,143,-0.013,2265,842,sell,1357
5519,176,-0.175,2408,987,sell,1358
5695,-32,-0.218,2584,1163,buy,1359
5662,-75,-0.015,2552,1130,buy,1360
5580,-185,-0.008,2477,1048,buy,1361
5392,79,0.007,2292,860,sell,1362
5475,-33,-0.01,2371,943,buy,1363
5440,-17,-4.51E-16,2338,908,buy,1364
5423,13,0.002,2321,891,sell,1365
5439,-194,-0.002,2334,907,buy,1366
5242,-104,0.02,2140,710,buy,1367
5135,196,0.029,2036,603,sell,1368
5335,-21,-0.012,2232,803,buy,1369
5313,129,-0.003,2211,781,sell,1370
5443,126,-0.135,2340,911,sell,1371
5571,75,-0.179,2466,1039,sell,1372
5649,128,-0.204,2541,1117,sell,1373
5778,170,-0.239,2669,1246,sell,1374
5948,62,-0.28,2839,1416,sell,1375
6014,-1,-0.294,2901,1482,buy,1376
6013,-65,-0.037,2900,1481,buy,1377
5945,215,-0.03,2835,1413,sell,1378
6161,-11,-0.341,3050,1629,buy,1379
6145,-1,-0.044,3039,1613,buy,1380
6135,-92,-0.043,3038,1603,buy,1381
6037,32,-0.035,2946,1505,sell,1382
6070,-100,-0.064,2978,1538,buy,1383
5969,-46,-0.029,2878,1437,buy,1384
5923,-142,-0.025,2832,1391,buy,1385
5781,-28,-0.014,2690,1249,buy,1386
5751,-129,-0.012,2662,1219,buy,1387
5611,-20,-0.002,2533,1079,buy,1388
5577,-146,-4.51E-16,2513,1045,buy,1389
5431,154,0.01,2367,899,sell,1390
5587,104,-0.022,2521,1055,sell,1391
5691,33,-0.189,2625,1159,sell,1392
5726,-64,-0.199,2658,1194,buy,1393
5661,-241,-0.011,2594,1129,buy,1394
5419,-3,0.011,2353,887,buy,1395
5406,114,0.012,2350,874,sell,1396
5525,-41,-0.012,2464,993,buy,1397
5482,-97,-4.51E-16,2423,950,buy,1398
5377,-79,0.014,2326,845,buy,1399
5294,66,0.02,2247,762,sell,1400
5370,-150,-4.51E-16,2313,838,buy,1401
5216,32,0.026,2163,684,sell,1402
5254,98,0.009,2195,722,sell,1403
5352,-179,-0.004,2293,820,buy,1404
5161,27,0.03,2114,629,sell,1405
5189,-61,0.015,2141,657,buy,1406
5124,9,0.034,2080,592,sell,1407
5138,-112,0.02,2089,606,buy,1408
5022,94,0.042,1977,490,sell,1409
5116,68,0.008,2071,584,sell,1410
5194,-24,-0.002,2139,662,buy,1411
5168,39,0.004,2115,636,sell,1412
5217,-194,-0.005,2154,685,buy,1413
5022,92,0.042,1960,490,sell,1414
5116,-6,0.008,2052,584,buy,1415
5110,15,0.014,2046,578,sell,1416
5125,160,0.007,2061,593,sell,1417
5286,-232,-0.023,2221,754,buy,1418
5045,92,0.027,1989,513,sell,1419
5148,-87,0.001,2081,616,buy,1420
5060,-93,0.025,1994,528,buy,1421
4956,-74,0.049,1901,424,buy,1422
4875,-93,0.056,1827,343,buy,1423
4776,-46,0.067,1734,244,buy,1424
4728,130,0.072,1688,196,sell,1425
4874,82,0.001,1818,342,sell,1426
4965,-79,-0.023,1900,433,buy,1427
4884,-14,-0.001,1821,352,buy,1428
4870,-69,-4.51E-16,1807,338,buy,1429
4794,-88,0.012,1738,262,buy,1430
4701,-70,0.042,1650,169,buy,1431
4628,-39,0.082,1580,96,buy,1432
4587,1,0.087,1541,55,sell,1433
4592,112,0.058,1542,60,sell,1434
4711,-83,0.001,1654,179,buy,1435
4623,-25,0.025,1571,91,buy,1436
4598,-123,0.03,1546,66,buy,1437
4467,46,0.1,1423,-65,sell,1438
4516,16,0.02,1469,-16,sell,1439
4534,120,0.014,1485,2,sell,1440
4654,-85,-0.013,1605,122,buy,1441
4566,-79,0.006,1520,34,buy,1442
4486,156,0.021,1441,-46,sell,1443
4644,-106,-0.011,1597,112,buy,1444
4533,2,0.012,1491,1,sell,1445
4535,-24,0.008,1493,3,buy,1446
4505,-179,0.018,1469,-27,buy,1447
4325,-80,0.119,1290,-207,buy,1448
4244,24,0.129,1210,-288,sell,1449
4268,-49,0.01,1234,-264,buy,1450
4217,98,0.033,1185,-315,sell,1451
4320,87,0.001,1283,-212,sell,1452
4415,64,-0.012,1370,-117,sell,1453
4481,-130,-0.022,1434,-51,buy,1454
4351,-128,0.006,1304,-181,buy,1455
4223,97,0.052,1176,-309,sell,1456
4330,-6,0.011,1273,-202,buy,1457
4322,-6,0.018,1267,-210,buy,1458
4314,-75,0.022,1261,-218,buy,1459
4238,205,0.046,1186,-294,sell,1460
4449,-163,-0.013,1391,-83,buy,1461
4281,265,0.021,1228,-251,sell,1462
4553,195,-0.032,1493,21,sell,1463
4758,-11,-0.065,1688,226,buy,1464
4743,52,-0.041,1677,211,sell,1465
4804,226,-0.071,1729,272,sell,1466
5035,46,-0.107,1955,503,sell,1467
5085,75,-0.115,2001,553,sell,1468
5163,-175,-0.129,2076,631,buy,1469
4981,100,0.014,1901,449,sell,1470
5086,-40,-0.007,2001,554,buy,1471
5042,-186,0.002,1961,510,buy,1472
4856,4,0.032,1775,324,sell,1473
4861,19,0.024,1779,329,sell,1474
4880,-8,0.016,1798,348,buy,1475
4871,-153,0.023,1790,339,buy,1476
4718,125,0.054,1637,186,sell,1477
4848,21,0.004,1762,316,sell,1478
4874,21,0.001,1783,342,sell,1479
4899,60,-0.002,1804,367,sell,1480
4966,-99,-0.017,1864,434,buy,1481
4862,86,0.005,1765,330,sell,1482
4949,-57,-0.014,1851,417,buy,1483
4890,102,0.001,1794,358,sell,1484
4996,-59,-0.038,1896,464,buy,1485
4931,-129,-0.012,1837,399,buy,1486
4795,-92,0.009,1708,263,buy,1487
4701,-20,0.056,1616,169,buy,1488
4681,-4,0.061,1596,149,buy,1489
4673,-210,0.062,1592,141,buy,1490
4460,160,0.096,1382,-72,sell,1491
4621,-70,-0.008,1542,89,buy,1492
4547,-109,0.007,1472,15,buy,1493
4432,234,0.036,1363,-100,sell,1494
4667,-41,-0.017,1597,135,buy,1495
4623,-76,-0.002,1556,91,buy,1496
4547,81,0.008,1480,15,sell,1497
4632,5,-0.009,1561,100,sell,1498
4647,-14,-0.012,1566,115,buy,1499
4630,-40,-0.004,1552,98,buy,1500
4584,105,0.002,1512,52,sell,1501
4690,-49,-0.023,1617,158,buy,1502
4637,-124,-0.004,1568,105,buy,1503
4506,49,0.015,1444,-26,sell,1504
4562,96,-4.51E-16,1493,30,sell,1505
4666,-126,-0.017,1589,134,buy,1506
4534,-129,0.009,1463,2,buy,1507
4398,117,0.105,1334,-134,sell,1508
4524,48,-0.002,1451,-8,sell,1509
4586,-274,-0.014,1499,54,buy,1510
4311,68,0.119,1225,-221,sell,1511
4397,-102,-4.51E-16,1293,-135,buy,1512
4287,-196,0.027,1191,-245,buy,1513
4088,-102,0.15,995,-444,buy,1514
3986,-27,0.164,893,-546,buy,1515
3956,-51,0.168,866,-576,buy,1516
3903,14,0.179,815,-629,sell,1517
3918,-6,0.012,829,-614,buy,1518
3911,52,0.019,823,-621,sell,1519
3969,-66,0.004,875,-563,buy,1520
3903,265,0.026,809,-629,sell,1521
4177,17,-0.014,1074,-355,sell,1522
4194,154,-0.015,1091,-338,sell,1523
4353,124,-0.032,1245,-179,sell,1524
4477,-98,-0.045,1369,-55,buy,1525
4371,113,-0.01,1271,-161,sell,1526
4485,-79,-0.047,1384,-47,buy,1527
4405,-165,-0.013,1305,-127,buy,1528
4225,-96,0.021,1140,-307,buy,1529
4127,169,0.114,1044,-405,sell,1530
4305,-22,-0.014,1213,-227,buy,1531
4278,-70,-0.003,1191,-254,buy,1532
4205,99,0.007,1121,-327,sell,1533
4305,-63,-0.014,1220,-227,buy,1534
4238,65,0.002,1157,-294,sell,1535
4304,63,-0.013,1222,-228,sell,1536
4369,-73,-0.027,1285,-163,buy,1537
4296,-144,-0.003,1212,-236,buy,1538
4148,-28,0.021,1068,-384,buy,1539
4116,-77,0.038,1040,-416,buy,1540
4038,26,0.141,963,-494,sell,1541
4067,53,0.007,989,-465,sell,1542
4122,27,-4.65E-16,1042,-410,sell,1543
4154,-2,-0.003,1069,-378,buy,1544
4149,-41,-0.001,1067,-383,buy,1545
4108,-52,0.007,1026,-424,buy,1546
4055,67,0.019,974,-477,sell,1547
4122,6,-4.65E-16,1041,-410,sell,1548
4135,-81,-0.001,1047,-397,buy,1549
4046,27,0.02,966,-486,sell,1550
4078,-3,0.006,993,-454,buy,1551
4075,-191,0.008,990,-457,buy,1552
3882,-198,0.182,799,-650,buy,1553
3682,-43,0.219,601,-850,buy,1554
3639,92,0.226,558,-893,sell,1555
3735,-84,0.013,650,-797,buy,1556
3649,147,0.045,566,-883,sell,1557
3797,83,0.006,713,-735,sell,1558
3893,-24,-0.001,796,-639,buy,1559
3866,-276,0.005,772,-666,buy,1560
3587,7,0.238,496,-945,sell,1561
3595,50,0.022,503,-937,sell,1562
3655,55,0.017,553,-877,sell,1563
3722,148,0.011,608,-810,sell,1564
3873,304,-0.001,756,-659,sell,1565
4180,22,-0.026,1060,-352,sell,1566
4210,-24,-0.028,1082,-322,buy,1567
4182,-130,-0.014,1058,-350,buy,1568
4042,-3,0.007,928,-490,buy,1569
4030,-217,0.01,925,-502,buy,1570
3813,195,0.17,708,-719,sell,1571
4016,44,-0.007,903,-516,sell,1572
4062,-117,-0.012,947,-470,buy,1573
3944,-48,0.011,830,-588,buy,1574
3895,-114,0.021,782,-637,buy,1575
3781,232,0.182,668,-751,sell,1576
4015,173,-0.009,900,-517,sell,1577
4196,200,-0.027,1073,-336,sell,1578
4403,75,-0.047,1273,-129,sell,1579
4483,48,-0.056,1348,-49,sell,1580
4541,-15,-0.061,1396,9,buy,1581
4523,45,-0.038,1381,-9,sell,1582
4574,52,-0.065,1426,42,sell,1583
4627,-22,-0.07,1478,95,buy,1584
4598,30,-0.041,1456,66,sell,1585
4640,88,-0.071,1486,108,sell,1586
4732,-25,-0.081,1574,200,buy,1587
4701,51,-0.046,1549,169,sell,1588
4759,99,-0.084,1600,227,sell,1589
4858,-33,-0.095,1699,326,buy,1590
4821,134,-0.036,1666,289,sell,1591
4959,-6,-0.107,1800,427,buy,1592
4951,-27,-0.063,1794,419,buy,1593
4920,211,-0.015,1767,388,sell,1594
5139,41,-0.132,1978,607,sell,1595
5183,66,-0.137,2019,651,sell,1596
5252,26,-0.147,2085,720,sell,1597
5281,-65,-0.151,2111,749,buy,1598
5209,-91,-0.002,2046,677,buy,1599
5116,144,0.008,1955,584,sell,1600
5264,-183,-0.023,2099,732,buy,1601
5080,173,0.013,1916,548,sell,1602
5257,-64,-0.025,2089,725,buy,1603
5191,-48,-0.003,2025,659,buy,1604
5140,-43,0.002,1977,608,buy,1605
5090,-21,0.01,1934,558,buy,1606
5069,-262,0.014,1913,537,buy,1607
4805,151,0.047,1651,273,sell,1608
4960,-173,-4.51E-16,1802,428,buy,1609
4784,44,0.05,1629,252,sell,1610
4829,-3,0.021,1673,297,buy,1611
4825,-4,0.027,1670,293,buy,1612
4814,69,0.035,1666,282,sell,1613
4889,-8,0.009,1735,357,buy,1614
4881,97,0.015,1727,349,sell,1615
4978,10,-0.006,1824,446,sell,1616
4991,-12,-0.009,1834,459,buy,1617
4977,212,-0.003,1822,445,sell,1618
5189,66,-0.125,2034,657,sell,1619
5255,-169,-0.141,2100,723,buy,1620
5085,-17,0.009,1931,553,buy,1621
5068,206,0.013,1914,536,sell,1622
5276,120,-0.038,2120,744,sell,1623
5398,-200,-0.168,2240,866,buy,1624
5191,2,0.009,2040,659,sell,1625
5195,-164,0.006,2042,663,buy,1626
5021,149,0.027,1878,489,sell,1627
5179,54,-0.005,2027,647,sell,1628
5241,-96,-0.017,2081,709,buy,1629
5137,-139,0.005,1985,605,buy,1630
4993,-154,0.03,1846,461,buy,1631
4828,-107,0.05,1692,296,buy,1632
4715,-1,0.065,1585,183,buy,1633
4705,91,0.066,1584,173,sell,1634
4800,75,0.016,1675,268,sell,1635
4883,30,-0.002,1750,351,sell,1636
4923,-108,-0.014,1780,391,buy,1637
4807,51,0.009,1672,275,sell,1638
4863,6,-0.003,1723,331,sell,1639
4869,-185,-0.004,1729,337,buy,1640
4684,21,0.051,1544,152,sell,1641
4706,-102,0.031,1565,174,buy,1642
4603,-31,0.078,1463,71,buy,1643
4572,120,0.082,1432,40,sell,1644
4698,73,0.002,1552,166,sell,1645
4771,81,-0.014,1625,239,sell,1646
4854,6,-0.038,1706,322,sell,1647
4862,-58,-0.04,1712,330,buy,1648
4798,-205,-0.014,1654,266,buy,1649
4590,59,0.031,1449,58,sell,1650
4649,-188,0.008,1508,117,buy,1651
4457,4,0.098,1320,-75,sell,1652
4464,-119,0.054,1324,-68,buy,1653
4344,-27,0.116,1205,-188,buy,1654
4317,62,0.119,1178,-215,sell,1655
4384,-73,0.001,1240,-148,buy,1656
4310,-25,0.021,1167,-222,buy,1657
4281,-23,0.027,1142,-251,buy,1658
4251,-190,0.039,1119,-281,buy,1659
4061,-30,0.154,929,-471,buy,1660
4030,-64,0.159,899,-502,buy,1661
3956,-66,0.168,835,-576,buy,1662
3889,-86,0.181,769,-643,buy,1663
3802,72,0.195,683,-730,sell,1664
3876,-28,0.008,755,-656,buy,1665
3847,-49,0.022,727,-685,buy,1666
3793,25,0.037,678,-739,sell,1667
3819,-74,0.02,703,-713,buy,1668
3745,-109,0.206,629,-787,buy,1669
3636,97,0.227,520,-896,sell,1670
3741,-24,0.012,617,-791,buy,1671
3717,-23,0.026,593,-815,buy,1672
3689,-8,0.035,570,-843,buy,1673
3674,-106,0.038,562,-858,buy,1674
3565,113,0.243,456,-967,sell,1675
3691,336,0.013,569,-841,sell,1676
4040,-61,-0.014,905,-492,buy,1677
3973,45,0.002,844,-559,sell,1678
4020,73,-0.009,889,-512,sell,1679
4105,-77,-0.019,962,-427,buy,1680
4022,-143,0.001,885,-510,buy,1681
3877,1,0.028,742,-655,sell,1682
3878,-52,0.024,743,-654,buy,1683
3825,-84,0.157,691,-707,buy,1684
3739,-23,0.188,607,-793,buy,1685
3716,-79,0.194,584,-816,buy,1686
3632,-52,0.223,505,-900,buy,1687
3579,224,0.238,453,-953,sell,1688
3813,-130,0.002,677,-719,buy,1689
3683,-7,0.043,547,-849,buy,1690
3675,113,0.051,540,-857,sell,1691
3788,-159,0.01,653,-744,buy,1692
3628,53,0.22,494,-904,sell,1693
3689,4,0.014,547,-843,sell,1694
3703,-36,0.013,551,-829,buy,1695
3667,11,0.029,515,-865,sell,1696
3678,-111,0.019,526,-854,buy,1697
3565,77,0.243,415,-967,sell,1698
3654,161,0.016,492,-878,sell,1699
3834,-122,0.001,653,-698,buy,1700
3710,81,0.036,531,-822,sell,1701
3792,-78,0.007,612,-740,buy,1702
3710,90,0.036,534,-822,sell,1703
3805,284,0.004,624,-727,sell,1704
4092,136,-0.018,908,-440,sell,1705
4231,37,-0.031,1044,-301,sell,1706
4273,-18,-0.035,1081,-259,buy,1707
4254,3,-0.02,1063,-278,sell,1708
4257,-114,-0.025,1066,-275,buy,1709
4143,-19,-4.65E-16,952,-389,buy,1710
4118,168,0.003,933,-414,sell,1711
4295,-146,-0.037,1101,-237,buy,1712
4149,131,0.001,955,-383,sell,1713
4285,104,-0.034,1086,-247,sell,1714
4397,-47,-0.047,1190,-135,buy,1715
4348,164,-0.02,1143,-184,sell,1716
4523,192,-0.059,1307,-9,sell,1717
4721,-10,-0.08,1499,189,buy,1718
4709,33,-0.052,1489,177,sell,1719
4751,8,-0.083,1522,219,sell,1720
4759,-84,-0.084,1530,227,buy,1721
4669,-55,-0.016,1446,137,buy,1722
4596,189,0.002,1391,64,sell,1723
4785,55,-0.048,1580,253,sell,1724
4845,-63,-0.094,1635,313,buy,1725
4774,23,-0.014,1572,242,sell,1726
4802,114,-0.028,1595,270,sell,1727
4923,-120,-0.103,1709,391,buy,1728
4796,114,0.001,1589,264,sell,1729
4922,125,-0.028,1703,390,sell,1730
5054,113,-0.119,1828,522,sell,1731
5167,-68,-0.135,1941,635,buy,1732
5089,43,-0.001,1873,557,sell,1733
5136,-163,-0.015,1916,604,buy,1734
4968,69,0.016,1753,436,sell,1735
5046,116,-0.002,1822,514,sell,1736
5163,140,-0.025,1938,631,sell,1737
5309,51,-0.155,2078,777,sell,1738
5364,241,-0.163,2129,832,sell,1739
5605,16,-0.203,2370,1073,sell,1740
5622,-97,-0.208,2386,1090,buy,1741
5511,-250,-0.006,2289,979,buy,1742
5250,116,0.016,2039,718,sell,1743
5366,58,-0.007,2155,834,sell,1744
5428,72,-0.019,2213,896,sell,1745
5501,34,-0.162,2285,969,sell,1746
5537,21,-0.175,2319,1005,sell,1747
5559,-168,-0.184,2340,1027,buy,1748
5387,89,0.002,2172,855,sell,1749
5480,-81,-0.019,2261,948,buy,1750
5397,9,0.001,2180,865,sell,1751
5407,-42,-0.002,2189,875,buy,1752
5360,44,0.004,2147,828,sell,1753
5404,2,-0.005,2191,872,sell,1754
5406,43,-0.006,2193,874,sell,1755
5451,88,-0.016,2236,919,sell,1756
5540,26,-0.038,2324,1008,sell,1757
5567,56,-0.186,2350,1035,sell,1758
5627,102,-0.209,2406,1095,sell,1759
5729,104,-0.227,2508,1197,sell,1760
5838,20,-0.252,2612,1306,sell,1761
5861,92,-0.256,2632,1329,sell,1762
5960,-79,-0.282,2724,1428,buy,1763
5880,94,-0.026,2645,1348,sell,1764
5975,-100,-0.285,2739,1443,buy,1765
5869,-89,-0.024,2639,1337,buy,1766
5776,140,-0.016,2550,1244,sell,1767
5917,40,-0.261,2690,1385,sell,1768
5964,-239,-0.282,2730,1432,buy,1769
5725,-85,-0.012,2491,1193,buy,1770
5628,-30,-0.004,2406,1096,buy,1771
5581,16,-0.001,2376,1049,sell,1772
5599,238,-0.006,2392,1067,sell,1773
5838,-62,-0.239,2630,1306,buy,1774
5768,236,-0.016,2568,1236,sell,1775
6006,-42,-0.293,2804,1474,buy,1776
5962,42,-0.032,2762,1430,sell,1777
6005,33,-0.066,2804,1473,sell,1778
6038,195,-0.303,2837,1506,sell,1779
6234,125,-0.364,3032,1702,sell,1780
6359,-14,-0.413,3157,1827,buy,1781
6336,42,-0.064,3143,1804,sell,1782
6378,-188,-0.42,3185,1846,buy,1783
6186,-28,-0.049,2997,1654,buy,1784
6158,-23,-0.046,2969,1626,buy,1785
6135,65,-0.043,2946,1603,sell,1786
6200,-57,-0.352,3011,1668,buy,1787
6135,-165,-0.043,2954,1603,buy,1788
5969,134,-0.029,2789,1437,sell,1789
6103,1,-0.324,2923,1571,sell,1790
6107,126,-0.325,2924,1575,sell,1791
6234,124,-0.364,3050,1702,sell,1792
6359,242,-0.413,3174,1827,sell,1793
6601,182,-0.538,3416,2069,sell,1794
6783,-281,-0.708,3598,2251,buy,1795
6500,-80,-0.082,3317,1968,buy,1796
6416,51,-0.072,3237,1884,sell,1797
6469,-18,-0.46,3288,1937,buy,1798
6443,36,-0.075,3270,1911,sell,1799
6479,-34,-0.467,3306,1947,buy,1800
6443,-178,-0.075,3272,1911,buy,1801
6260,-42,-0.056,3094,1728,buy,1802
6205,-51,-0.051,3052,1673,buy,1803
6154,59,-0.045,3001,1622,sell,1804
6213,-2,-0.357,3060,1681,buy,1805
6205,-210,-0.051,3058,1673,buy,1806
5992,42,-0.031,2848,1460,sell,1807
6043,105,-0.066,2890,1511,sell,1808
6149,-39,-0.338,2995,1617,buy,1809
6109,-5,-0.041,2956,1577,buy,1810
6096,-107,-0.04,2951,1564,buy,1811
5983,-120,-0.03,2844,1451,buy,1812
5861,-43,-0.02,2724,1329,buy,1813
5808,-129,-0.016,2681,1276,buy,1814
5667,-43,-0.006,2552,1135,buy,1815
5611,-67,-0.002,2509,1079,buy,1816
5537,11,0.002,2442,1005,sell,1817
5553,45,-0.002,2453,1021,sell,1818
5600,-142,-0.012,2498,1068,buy,1819
5456,-39,0.008,2356,924,buy,1820
5406,-17,0.012,2317,874,buy,1821
5377,93,0.014,2300,845,sell,1822
5470,-101,-0.005,2393,938,buy,1823
5366,156,0.015,2292,834,sell,1824
5526,-37,-0.017,2448,994,buy,1825
5489,171,-0.003,2411,957,sell,1826
5660,144,-0.182,2582,1128,sell,1827
5808,-57,-0.232,2726,1276,buy,1828
5748,90,-0.016,2669,1216,sell,1829
5842,-4,-0.066,2759,1310,buy,1830
5838,118,-0.052,2755,1306,sell,1831
5960,2,-0.282,2873,1428,sell,1832
5968,-196,-0.283,2875,1436,buy,1833
5766,29,-0.015,2679,1234,sell,1834
5797,54,-0.032,2708,1265,sell,1835
5851,-124,-0.053,2762,1319,buy,1836
5723,-150,-0.012,2638,1191,buy,1837
5565,-47,-4.51E-16,2488,1033,buy,1838
5517,-146,0.003,2441,985,buy,1839
5366,-49,0.015,2295,834,buy,1840
5307,70,0.019,2246,775,sell,1841
5387,46,-0.001,2316,855,sell,1842
5438,-20,-0.007,2362,906,buy,1843
5416,8,-0.001,2342,884,sell,1844
5424,-36,-0.004,2350,892,buy,1845
5384,50,0.004,2314,852,sell,1846
5438,-135,-0.007,2364,906,buy,1847
5294,-11,0.02,2229,762,buy,1848
5275,111,0.021,2218,743,sell,1849
5388,-40,-0.003,2329,856,buy,1850
5348,-126,0.006,2289,816,buy,1851
5216,155,0.026,2163,684,sell,1852
5374,55,-0.007,2318,842,sell,1853
5431,-51,-0.018,2373,899,buy,1854
5371,36,-0.001,2322,839,sell,1855
5407,-47,-0.012,2358,875,buy,1856
5356,107,0.001,2311,824,sell,1857
5463,23,-0.033,2418,931,sell,1858
5486,55,-0.042,2441,954,sell,1859
5541,76,-0.155,2496,1009,sell,1860
5619,41,-0.179,2572,1087,sell,1861
5660,237,-0.191,2613,1128,sell,1862
5897,155,-0.262,2850,1365,sell,1863
6054,-30,-0.308,3005,1522,buy,1864
6022,-113,-0.036,2975,1490,buy,1865
5899,115,-0.024,2862,1367,sell,1866
6017,133,-0.29,2977,1485,sell,1867
6153,85,-0.339,3110,1621,sell,1868
6238,27,-0.366,3195,1706,sell,1869
6266,-97,-0.377,3222,1734,buy,1870
6158,-94,-0.046,3125,1626,buy,1871
6061,-137,-0.037,3031,1529,buy,1872
5923,-91,-0.025,2894,1391,buy,1873
5825,-105,-0.017,2803,1293,buy,1874
5719,116,-0.01,2698,1187,sell,1875
5837,-72,-0.054,2814,1305,buy,1876
5765,39,-0.017,2742,1233,sell,1877
5806,151,-0.038,2781,1274,sell,1878
5957,54,-0.268,2932,1425,sell,1879
6014,-80,-0.291,2986,1482,buy,1880
5920,-1,-0.027,2906,1388,buy,1881
5908,-57,-0.026,2905,1376,buy,1882
5849,93,-0.02,2848,1317,sell,1883
5947,-9,-0.262,2941,1415,buy,1884
5937,160,-0.028,2932,1405,sell,1885
6097,-54,-0.323,3092,1565,buy,1886
6042,-154,-0.036,3038,1510,buy,1887
5886,-74,-0.022,2884,1354,buy,1888
5808,44,-0.016,2810,1276,sell,1889
5854,3,-0.038,2854,1322,sell,1890
5862,-167,-0.039,2857,1330,buy,1891
5687,-74,-0.007,2690,1155,buy,1892
5611,114,-0.002,2616,1079,sell,1893
5728,122,-0.037,2730,1196,sell,1894
5852,110,-0.239,2852,1320,sell,1895
5962,64,-0.276,2962,1430,sell,1896
6026,240,-0.299,3026,1494,sell,1897
6266,-93,-0.377,3266,1734,buy,1898
6170,9,-0.047,3173,1638,sell,1899
6182,-69,-0.067,3182,1650,buy,1900
6109,-112,-0.041,3113,1577,buy,1901
5992,36,-0.031,3001,1460,sell,1902
6028,13,-0.059,3037,1496,sell,1903
6043,121,-0.066,3050,1511,sell,1904
6167,-18,-0.342,3171,1635,buy,1905
6145,7,-0.044,3153,1613,sell,1906
6154,137,-0.066,3160,1622,sell,1907
6294,114,-0.388,3297,1762,sell,1908
6411,146,-0.433,3411,1879,sell,1909
6558,62,-0.509,3557,2026,sell,1910
6621,31,-0.55,3619,2089,sell,1911
6653,-7,-0.574,3650,2121,buy,1912
6634,23,-0.099,3643,2102,sell,1913
6657,-151,-0.584,3666,2125,buy,1914
6500,201,-0.082,3515,1968,sell,1915
6702,126,-0.616,3716,2170,sell,1916
6828,-215,-0.778,3842,2296,buy,1917
6612,-191,-0.095,3627,2080,buy,1918
6416,-132,-0.072,3436,1884,buy,1919
6275,13,-0.057,3304,1743,sell,1920
6288,-58,-0.095,3317,1756,buy,1921
6219,-190,-0.052,3259,1687,buy,1922
6026,-81,-0.034,3069,1494,buy,1923
5942,-153,-0.027,2988,1410,buy,1924
5781,-28,-0.014,2835,1249,buy,1925
5751,-29,-0.012,2807,1219,buy,1926
5719,77,-0.01,2778,1187,sell,1927
5805,-34,-0.039,2855,1273,buy,1928
5769,-110,-0.019,2821,1237,buy,1929
5658,4,-0.005,2711,1126,sell,1930
5664,-68,-0.01,2715,1132,buy,1931
5593,-29,-0.001,2647,1061,buy,1932
5558,43,0.001,2618,1026,sell,1933
5603,26,-0.01,2661,1071,sell,1934
5629,-13,-0.017,2687,1097,buy,1935
5615,50,-0.009,2674,1083,sell,1936
5666,-42,-0.025,2724,1134,buy,1937
5624,18,-0.007,2682,1092,sell,1938
5643,-110,-0.018,2700,1111,buy,1939
5525,42,0.003,2590,993,sell,1940
5567,131,-0.006,2632,1035,sell,1941
5699,85,-0.039,2763,1167,sell,1942
5786,-82,-0.22,2848,1254,buy,1943
5689,92,-0.011,2766,1157,sell,1944
5787,101,-0.043,2858,1255,sell,1945
5888,-34,-0.252,2959,1356,buy,1946
5852,110,-0.022,2925,1320,sell,1947
5964,221,-0.281,3035,1432,sell,1948
6185,-267,-0.347,3256,1653,buy,1949
5911,-19,-0.024,2989,1379,buy,1950
5886,36,-0.022,2970,1354,sell,1951
5922,30,-0.042,3006,1390,sell,1952
5954,27,-0.063,3036,1422,sell,1953
5984,50,-0.274,3063,1452,sell,1954
6034,120,-0.293,3113,1502,sell,1955
6157,-121,-0.34,3233,1625,buy,1956
6026,189,-0.034,3112,1494,sell,1957
6215,-60,-0.358,3301,1683,buy,1958
6154,-188,-0.045,3241,1622,buy,1959
5959,-88,-0.028,3053,1427,buy,1960
5861,-113,-0.02,2965,1329,buy,1961
5729,116,-0.011,2852,1197,sell,1962
5846,78,-0.059,2968,1314,sell,1963
5925,86,-0.256,3046,1393,sell,1964
6011,43,-0.29,3132,1479,sell,1965
6054,85,-0.308,3175,1522,sell,1966
6141,160,-0.334,3260,1609,sell,1967
6302,252,-0.391,3420,1770,sell,1968
6558,23,-0.509,3672,2026,sell,1969
6581,-36,-0.526,3695,2049,buy,1970
6542,18,-0.087,3659,2010,sell,1971
6560,100,-0.51,3677,2028,sell,1972
