inputs,outputs,predictions,RED,GREEN,BLUE
2.515,17.55,31.673,0.1,0.1,0.1
2.474,17.55,31.488,0.1,0.1,0.1
2.418,17.55,31.212,0.1,0.1,0.1
2.357,17.55,30.88,0.1,0.1,0.1
2.296,17.441,30.532,0.1,0.1,0.1
2.244,17.299,30.212,0.1,0.1,0.1
2.208,17.2,29.972,0.1,0.1,0.1
2.195,17.165,29.865,0.1,0.1,0.1
2.213,17.165,29.941,0.1,0.1,0.1
2.267,17.165,30.231,0.1,0.1,0.1
2.351,17.165,30.698,0.1,0.1,0.1
2.459,17.34,31.285,0.1,0.1,0.1
2.584,18.142,31.933,0.1,0.1,0.1
2.718,19.792,32.538,0.1,0.1,0.1
2.854,21.468,33.115,0.1,0.1,0.1
2.985,23.082,33.648,0.1,0.1,0.1
3.104,24.543,34.128,0.1,0.1,0.1
3.203,25.764,34.548,0.1,0.1,0.1
3.275,26.656,34.893,0.1,0.1,0.1
3.315,27.152,35.14,0.1,0.1,0.1
3.326,27.278,35.284,0.1,0.1,0.1
3.31,27.278,35.323,0.1,0.1,0.1
3.271,27.278,35.262,0.1,0.1,0.1
3.214,27.278,35.112,0.1,0.1,0.1
3.143,27.278,34.889,0.1,0.1,0.1
3.061,27.101,34.604,0.1,0.1,0.1
2.972,26.858,34.272,0.1,0.1,0.1
2.88,26.544,33.871,0.1,0.1,0.1
2.789,26.169,33.39,0.1,0.1,0.1
2.702,25.792,32.93,0.1,0.1,0.1
2.622,25.389,32.492,0.1,0.1,0.1
2.55,25.027,32.084,0.1,0.1,0.1
2.488,24.688,31.719,0.1,0.1,0.1
2.437,24.398,31.409,0.1,0.1,0.1
2.399,24.183,31.168,0.1,0.1,0.1
2.376,24.053,31.009,0.1,0.1,0.1
2.37,24.018,30.945,0.1,0.1,0.1
2.382,24.018,30.987,0.1,0.1,0.1
2.414,24.018,31.142,0.1,0.1,0.1
2.467,24.018,31.41,0.1,0.1,0.1
2.536,24.018,31.768,0.1,0.1,0.1
2.619,24.151,32.185,0.1,0.1,0.1
2.709,24.399,32.613,0.1,0.1,0.1
2.804,24.703,33.018,0.1,0.1,0.1
2.897,25.087,33.408,0.1,0.1,0.1
2.985,25.463,33.772,0.1,0.1,0.1
3.064,25.856,34.101,0.1,0.1,0.1
3.128,26.178,34.384,0.1,0.1,0.1
3.173,26.408,34.609,0.1,0.1,0.1
3.196,26.54,34.762,0.1,0.1,0.1
3.199,26.554,34.84,0.1,0.1,0.1
3.183,26.554,34.845,0.1,0.1,0.1
3.15,26.554,34.78,0.1,0.1,0.1
3.105,26.554,34.652,0.1,0.1,0.1
3.048,26.554,34.466,0.1,0.1,0.1
2.982,26.507,34.231,0.1,0.1,0.1
2.909,26.309,33.954,0.1,0.1,0.1
2.832,26.099,33.575,0.1,0.1,0.1
2.754,25.823,33.172,0.1,0.1,0.1
2.676,25.504,32.764,0.1,0.1,0.1
2.602,25.197,32.361,0.1,0.1,0.1
2.532,24.853,31.973,0.1,0.1,0.1
2.471,24.545,31.616,0.1,0.1,0.1
2.42,24.288,31.307,0.1,0.1,0.1
2.382,24.084,31.063,0.1,0.1,0.1
2.358,23.95,30.901,0.1,0.1,0.1
2.352,23.916,30.838,0.1,0.1,0.1
2.366,23.916,30.89,0.1,0.1,0.1
2.402,23.916,31.068,0.1,0.1,0.1
2.461,23.916,31.373,0.1,0.1,0.1
2.54,23.916,31.776,0.1,0.1,0.1
2.632,24.134,32.242,0.1,0.1,0.1
2.732,24.409,32.695,0.1,0.1,0.1
2.835,24.804,33.13,0.1,0.1,0.1
2.935,25.216,33.544,0.1,0.1,0.1
3.027,25.661,33.922,0.1,0.1,0.1
3.105,26.053,34.255,0.1,0.1,0.1
3.164,26.356,34.529,0.1,0.1,0.1
3.198,26.55,34.725,0.1,0.1,0.1
3.203,26.581,34.826,0.1,0.1,0.1
3.183,26.581,34.831,0.1,0.1,0.1
3.141,26.581,34.747,0.1,0.1,0.1
3.082,26.581,34.581,0.1,0.1,0.1
3.01,26.581,34.344,0.1,0.1,0.1
2.93,26.38,34.052,0.1,0.1,0.1
2.846,26.149,33.659,0.1,0.1,0.1
2.762,25.862,33.223,0.1,0.1,0.1
2.682,25.536,32.804,0.1,0.1,0.1
2.612,25.248,32.418,0.1,0.1,0.1
2.555,24.968,32.087,0.1,0.1,0.1
2.512,24.756,31.829,0.1,0.1,0.1
2.487,24.628,31.659,0.1,0.1,0.1
2.48,24.592,31.589,0.1,0.1,0.1
2.493,24.592,31.629,0.1,0.1,0.1
2.527,24.592,31.786,0.1,0.1,0.1
2.585,24.592,32.065,0.1,0.1,0.1
2.668,24.592,32.466,0.1,0.1,0.1
2.778,24.861,32.919,0.1,0.1,0.1
2.916,25.288,33.444,0.1,0.1,0.1
3.082,25.973,34.047,0.1,0.1,0.1
3.27,26.959,34.715,0.1,0.1,0.1
3.47,29.053,35.402,0.1,0.1,0.1
3.673,31.563,36.125,0.1,0.1,0.1
3.872,34.012,38.3,0.1,0.1,0.1
4.057,36.293,42.079,0.1,0.1,0.1
4.22,38.299,44.691,0.1,0.1,0.1
4.352,39.921,46.65,0.1,0.1,0.1
4.444,41.053,48.511,0.1,0.1,0.1
4.487,41.587,50.138,0.1,0.1,0.1
4.476,41.587,51.385,0.1,0.1,0.1
4.416,41.587,52.134,0.1,0.1,0.1
4.315,41.587,52.336,0.1,0.1,0.1
4.181,41.297,51.996,0.1,0.1,0.1
4.023,40.777,51.158,0.1,0.1,0.1
3.849,40.026,49.548,0.1,0.1,0.1
3.667,39.098,46.803,0.1,0.1,0.1
3.485,38.06,43.532,0.1,0.1,0.1
3.312,36.976,40.211,0.1,0.1,0.1
3.155,35.937,37.469,0.1,0.1,0.1
3.022,35.016,35.439,0.1,0.1,0.1
2.911,34.228,34.331,0.1,0.1,0.1
2.82,33.561,33.682,0.1,0.1,0.1
2.747,33.017,33.218,0.1,0.1,0.1
2.689,32.588,32.861,0.1,0.1,0.1
2.644,32.242,32.582,0.1,0.1,0.1
2.61,31.977,32.366,0.1,0.1,0.1
2.584,31.776,32.199,0.1,0.1,0.1
2.564,31.619,32.069,0.1,0.1,0.1
2.547,31.488,31.961,0.1,0.1,0.1
2.532,31.372,31.868,0.1,0.1,0.1
2.521,31.288,31.798,0.1,0.1,0.1
2.518,31.263,31.769,0.1,0.1,0.1
2.525,31.263,31.795,0.1,0.1,0.1
2.547,31.263,31.893,0.1,0.1,0.1
2.585,31.263,32.08,0.1,0.1,0.1
2.645,31.263,32.366,0.1,0.1,0.1
2.728,31.289,32.745,0.1,0.1,0.1
2.838,31.591,33.177,0.1,0.1,0.1
2.978,32.057,33.696,0.1,0.1,0.1
3.15,32.791,34.306,0.1,0.1,0.1
3.345,33.789,34.999,0.1,0.1,0.1
3.554,35,35.666,0.1,0.1,0.1
3.766,36.349,36.665,0.1,0.1,0.1
3.972,37.751,40.05,0.1,0.1,0.1
4.161,39.111,43.821,0.1,0.1,0.1
4.324,40.327,45.891,0.1,0.1,0.1
4.451,41.308,48.028,0.1,0.1,0.1
4.531,42.131,50,0.1,0.1,0.1
4.555,42.424,51.676,0.1,0.1,0.1
4.516,42.424,52.837,0.1,0.1,0.1
4.422,42.424,53.368,0.1,0.1,0.1
4.285,42.232,53.251,0.1,0.1,0.1
4.115,41.713,52.527,0.1,0.1,0.1
3.925,40.906,51.282,0.1,0.1,0.1
3.726,39.886,48.669,0.1,0.1,0.1
3.529,38.75,45.227,0.1,0.1,0.1
3.346,37.603,41.516,0.1,0.1,0.1
3.189,36.545,38.387,0.1,0.1,0.1
3.068,35.701,36.117,0.1,0.1,0.1
2.992,35.163,34.842,0.1,0.1,0.1
2.958,34.918,34.375,0.1,0.1,0.1
2.957,34.915,34.186,0.1,0.1,0.1
2.984,34.915,34.165,0.1,0.1,0.1
3.031,34.915,34.261,0.1,0.1,0.1
3.091,34.915,34.433,0.1,0.1,0.1
3.156,34.915,34.651,0.1,0.1,0.1
3.221,35.089,34.893,0.1,0.1,0.1
3.278,35.244,35.141,0.1,0.1,0.1
3.319,35.358,35.375,0.1,0.1,0.1
3.34,35.416,35.568,0.1,0.1,0.1
3.344,35.425,35.694,0.1,0.1,0.1
3.334,35.425,35.739,0.1,0.1,0.1
3.316,35.425,35.709,0.1,0.1,0.1
3.294,35.425,35.628,0.1,0.1,0.1
3.272,35.425,35.524,0.1,0.1,0.1
3.255,35.425,35.427,0.1,0.1,0.1
3.247,35.425,35.363,0.1,0.1,0.1
3.254,35.425,35.355,0.1,0.1,0.1
3.279,35.425,35.427,0.1,0.1,0.1
3.326,35.425,35.604,0.1,0.1,0.1
3.391,35.6,35.905,0.1,0.1,0.1
3.47,35.926,36.306,0.1,0.1,0.1
3.559,36.294,36.909,0.1,0.1,0.1
3.654,36.769,37.827,0.1,0.1,0.1
3.75,37.249,39,0.1,0.1,0.1
3.842,37.77,40.346,0.1,0.1,0.1
3.926,38.251,41.752,0.1,0.1,0.1
3.998,38.686,43.131,0.1,0.1,0.1
4.054,39.033,44.414,0.1,0.1,0.1
4.089,39.255,45.405,0.1,0.1,0.1
4.104,39.348,46.069,0.1,0.1,0.1
4.1,39.348,46.555,0.1,0.1,0.1
4.076,39.348,46.848,0.1,0.1,0.1
4.033,39.348,46.938,0.1,0.1,0.1
3.972,39.348,46.603,0.1,0.1,0.1
3.895,39.322,45.772,0.1,0.1,0.1
3.8,39.062,44.546,0.1,0.1,0.1
3.689,38.739,43.006,0.1,0.1,0.1
3.563,38.22,41.256,0.1,0.1,0.1
3.423,37.569,39.369,0.1,0.1,0.1
3.273,36.797,37.555,0.1,0.1,0.1
3.12,35.923,35.933,0.1,0.1,0.1
2.969,34.988,34.646,0.1,0.1,0.1
2.826,33.936,33.756,0.1,0.1,0.1
2.696,32.951,33.019,0.1,0.1,0.1
2.585,32.092,32.383,0.1,0.1,0.1
2.499,31.409,31.861,0.1,0.1,0.1
2.443,30.961,31.494,0.1,0.1,0.1
2.423,30.802,31.322,0.1,0.1,0.1
2.443,30.802,31.373,0.1,0.1,0.1
2.496,30.802,31.616,0.1,0.1,0.1
2.576,30.802,32.001,0.1,0.1,0.1
2.674,30.942,32.47,0.1,0.1,0.1
2.782,31.239,32.925,0.1,0.1,0.1
2.894,31.64,33.376,0.1,0.1,0.1
3,32.077,33.801,0.1,0.1,0.1
3.094,32.525,34.183,0.1,0.1,0.1
3.166,32.891,34.504,0.1,0.1,0.1
3.211,33.115,34.74,0.1,0.1,0.1
3.222,33.172,34.871,0.1,0.1,0.1
3.207,33.172,34.905,0.1,0.1,0.1
3.174,33.172,34.86,0.1,0.1,0.1
3.132,33.172,34.758,0.1,0.1,0.1
3.092,33.172,34.628,0.1,0.1,0.1
3.063,33.172,34.508,0.1,0.1,0.1
3.053,33.172,34.441,0.1,0.1,0.1
3.072,33.172,34.465,0.1,0.1,0.1
3.13,33.172,34.622,0.1,0.1,0.1
3.236,33.249,34.954,0.1,0.1,0.1
3.395,34.158,35.531,0.1,0.1,0.1
3.6,35.424,36.425,0.1,0.1,0.1
3.839,37.021,38.576,0.1,0.1,0.1
4.1,38.899,42.496,0.1,0.1,0.1
4.371,40.965,45.524,0.1,0.1,0.1
4.642,43.492,48.929,0.1,0.1,0.1
4.899,46.667,53.079,0.1,0.1,0.1
5.133,49.543,57.693,0.1,0.1,0.1
5.33,51.975,61.5,0.1,0.1,0.1
5.48,53.82,64.414,0.1,0.1,0.1
5.574,54.976,66.352,0.1,0.1,0.1
5.617,55.504,67.53,0.1,0.1,0.1
5.617,55.506,68.205,0.1,0.1,0.1
5.582,55.506,68.559,0.1,0.1,0.1
5.522,55.506,68.708,0.1,0.1,0.1
5.443,55.506,68.74,0.1,0.1,0.1
5.355,55.337,68.804,0.1,0.1,0.1
5.266,55.091,68.904,0.1,0.1,0.1
5.183,54.818,68.926,0.1,0.1,0.1
5.115,54.54,68.877,0.1,0.1,0.1
5.068,54.349,68.826,0.1,0.1,0.1
5.041,54.235,68.812,0.1,0.1,0.1
5.027,54.18,68.84,0.1,0.1,0.1
5.024,54.165,68.9,0.1,0.1,0.1
5.025,54.165,68.976,0.1,0.1,0.1
5.027,54.165,69.05,0.1,0.1,0.1
5.026,54.165,69.1,0.1,0.1,0.1
5.016,54.13,69.106,0.1,0.1,0.1
4.993,54.015,69.045,0.1,0.1,0.1
4.952,53.811,68.863,0.1,0.1,0.1
4.891,53.504,68.573,0.1,0.1,0.1
4.811,53.099,68.215,0.1,0.1,0.1
4.716,52.558,67.757,0.1,0.1,0.1
4.61,51.946,67.183,0.1,0.1,0.1
4.495,51.229,66.481,0.1,0.1,0.1
4.375,50.464,65.625,0.1,0.1,0.1
4.255,49.654,64.586,0.1,0.1,0.1
4.136,48.828,63.197,0.1,0.1,0.1
4.024,48.028,61.4,0.1,0.1,0.1
3.92,47.259,59.382,0.1,0.1,0.1
3.829,46.578,57.241,0.1,0.1,0.1
3.75,45.975,54.648,0.1,0.1,0.1
3.686,45.475,51.801,0.1,0.1,0.1
3.635,45.086,48.955,0.1,0.1,0.1
3.6,44.807,46.294,0.1,0.1,0.1
3.58,44.647,44.053,0.1,0.1,0.1
3.576,44.616,42.328,0.1,0.1,0.1
3.589,44.616,41.114,0.1,0.1,0.1
3.619,44.616,40.429,0.1,0.1,0.1
3.666,44.616,40.207,0.1,0.1,0.1
3.731,44.616,40.426,0.1,0.1,0.1
3.807,44.699,41.035,0.1,0.1,0.1
3.888,44.921,41.962,0.1,0.1,0.1
3.967,45.138,43.105,0.1,0.1,0.1
4.037,45.415,44.355,0.1,0.1,0.1
4.093,45.643,45.489,0.1,0.1,0.1
4.126,45.781,46.245,0.1,0.1,0.1
4.131,45.801,46.828,0.1,0.1,0.1
4.101,45.801,47.155,0.1,0.1,0.1
4.029,45.801,47.149,0.1,0.1,0.1
3.912,45.748,46.297,0.1,0.1,0.1
3.764,45.343,44.656,0.1,0.1,0.1
3.602,44.721,42.58,0.1,0.1,0.1
3.443,43.55,40.324,0.1,0.1,0.1
3.305,42.416,38.27,0.1,0.1,0.1
3.206,41.59,36.653,0.1,0.1,0.1
3.162,41.215,35.6,0.1,0.1,0.1
3.19,41.215,35.32,0.1,0.1,0.1
3.309,41.215,35.564,0.1,0.1,0.1
3.536,41.692,36.401,0.1,0.1,0.1
3.879,43.174,38.808,0.1,0.1,0.1
4.314,45.684,44.158,0.1,0.1,0.1
4.808,49.089,49.183,0.1,0.1,0.1
5.328,53.114,56.889,0.1,0.1,0.1
5.841,58.261,63.796,0.1,0.1,0.1
6.312,64.075,67.906,0.1,0.1,0.1
6.711,68.983,74.867,0.1,0.1,0.1
7.003,72.578,77.431,0.1,0.1,0.1
7.155,74.451,79.174,0.1,0.1,0.1
7.134,74.451,79.861,0.1,0.1,0.1
6.92,74.356,79.143,0.1,0.1,0.1
6.54,73.01,77.517,0.1,0.1,0.1
6.036,70.196,73.999,0.1,0.1,0.1
5.448,66.133,69.552,0.1,0.1,0.1
4.817,61.146,65.319,0.1,0.1,0.1
4.183,55.665,61.855,0.1,0.1,0.1
3.588,50.17,58.077,0.1,0.1,0.1
3.071,45.178,49.799,0.1,0.1,0.1
2.674,41.218,42.902,0.1,0.1,0.1
2.437,38.808,36.645,0.1,0.1,0.1
2.388,38.309,32.486,0.1,0.1,0.1
2.506,38.309,32.054,0.1,0.1,0.1
2.755,38.766,32.94,0.1,0.1,0.1
3.102,40.247,34.087,0.1,0.1,0.1
3.511,42.589,35.39,0.1,0.1,0.1
3.948,45.551,37.911,0.1,0.1,0.1
4.379,48.803,44.373,0.1,0.1,0.1
4.769,51.975,48.847,0.1,0.1,0.1
5.084,54.665,54.446,0.1,0.1,0.1
5.289,56.469,59.273,0.1,0.1,0.1
5.359,57.094,62.206,0.1,0.1,0.1
5.309,57.094,63.952,0.1,0.1,0.1
5.163,57.094,64.667,0.1,0.1,0.1
4.945,56.487,64.62,0.1,0.1,0.1
4.679,55.322,63.942,0.1,0.1,0.1
4.39,53.753,62.699,0.1,0.1,0.1
4.101,51.938,60.905,0.1,0.1,0.1
3.837,50.119,58.354,0.1,0.1,0.1
3.622,48.546,54.198,0.1,0.1,0.1
3.48,47.466,49.707,0.1,0.1,0.1
3.429,47.069,45.834,0.1,0.1,0.1
3.459,47.069,43.056,0.1,0.1,0.1
3.554,47.069,41.662,0.1,0.1,0.1
3.698,47.26,41.359,0.1,0.1,0.1
3.876,47.811,42.313,0.1,0.1,0.1
4.07,48.647,44.474,0.1,0.1,0.1
4.266,49.654,46.456,0.1,0.1,0.1
4.446,50.691,48.572,0.1,0.1,0.1
4.595,51.624,50.975,0.1,0.1,0.1
4.697,52.291,53.404,0.1,0.1,0.1
4.74,52.578,55.56,0.1,0.1,0.1
4.729,52.578,57.127,0.1,0.1,0.1
4.673,52.578,58.16,0.1,0.1,0.1
4.583,52.578,58.678,0.1,0.1,0.1
4.468,52.382,58.74,0.1,0.1,0.1
4.337,52.02,58.358,0.1,0.1,0.1
4.2,51.457,57.596,0.1,0.1,0.1
4.066,50.841,56.521,0.1,0.1,0.1
3.945,50.234,55.164,0.1,0.1,0.1
3.847,49.676,53.385,0.1,0.1,0.1
3.778,49.282,51.109,0.1,0.1,0.1
3.735,49.037,48.903,0.1,0.1,0.1
3.714,48.902,46.94,0.1,0.1,0.1
3.708,48.863,45.286,0.1,0.1,0.1
3.711,48.863,43.983,0.1,0.1,0.1
3.72,48.863,43.023,0.1,0.1,0.1
3.727,48.863,42.34,0.1,0.1,0.1
3.728,48.863,41.831,0.1,0.1,0.1
3.717,48.863,41.383,0.1,0.1,0.1
3.688,48.741,40.888,0.1,0.1,0.1
3.639,48.434,40.268,0.1,0.1,0.1
3.576,48.043,39.532,0.1,0.1,0.1
3.51,47.616,38.733,0.1,0.1,0.1
3.45,47.212,37.943,0.1,0.1,0.1
3.405,46.887,37.268,0.1,0.1,0.1
3.386,46.736,36.785,0.1,0.1,0.1
3.401,46.736,36.567,0.1,0.1,0.1
3.461,46.736,36.696,0.1,0.1,0.1
3.575,46.736,37.25,0.1,0.1,0.1
3.752,47.191,38.612,0.1,0.1,0.1
3.998,48.168,41.394,0.1,0.1,0.1
4.301,49.765,44.85,0.1,0.1,0.1
4.642,51.878,48.457,0.1,0.1,0.1
5.005,54.405,53.626,0.1,0.1,0.1
5.372,57.211,59.742,0.1,0.1,0.1
5.727,60.452,64.37,0.1,0.1,0.1
6.051,63.508,67.568,0.1,0.1,0.1
6.328,66.18,70.287,0.1,0.1,0.1
6.541,68.267,74.766,0.1,0.1,0.1
6.672,69.568,76.559,0.1,0.1,0.1
6.709,69.938,77.216,0.1,0.1,0.1
6.661,69.938,77.331,0.1,0.1,0.1
6.54,69.938,77.034,0.1,0.1,0.1
6.361,69.531,75.964,0.1,0.1,0.1
6.136,68.68,74.043,0.1,0.1,0.1
5.88,67.398,72.003,0.1,0.1,0.1
5.605,65.774,70.158,0.1,0.1,0.1
5.325,63.942,68.604,0.1,0.1,0.1
5.054,62.004,67.421,0.1,0.1,0.1
4.805,60.117,66.484,0.1,0.1,0.1
4.589,58.41,65.583,0.1,0.1,0.1
4.408,56.932,64.633,0.1,0.1,0.1
4.261,55.711,63.635,0.1,0.1,0.1
4.15,54.762,62.575,0.1,0.1,0.1
4.072,54.096,61.324,0.1,0.1,0.1
4.029,53.719,60.021,0.1,0.1,0.1
4.019,53.636,58.902,0.1,0.1,0.1
4.043,53.636,58.114,0.1,0.1,0.1
4.101,53.636,57.849,0.1,0.1,0.1
4.191,53.636,57.959,0.1,0.1,0.1
4.313,53.892,58.587,0.1,0.1,0.1
4.459,54.347,59.742,0.1,0.1,0.1
4.622,55.017,61.293,0.1,0.1,0.1
4.793,55.875,63.007,0.1,0.1,0.1
4.963,56.83,64.745,0.1,0.1,0.1
5.126,57.814,66.301,0.1,0.1,0.1
5.271,58.749,67.59,0.1,0.1,0.1
5.392,59.561,68.748,0.1,0.1,0.1
5.48,60.175,69.821,0.1,0.1,0.1
5.527,60.506,70.604,0.1,0.1,0.1
5.527,60.508,70.969,0.1,0.1,0.1
5.488,60.508,70.875,0.1,0.1,0.1
5.42,60.508,70.308,0.1,0.1,0.1
5.334,60.508,69.602,0.1,0.1,0.1
5.239,60.266,69.05,0.1,0.1,0.1
5.145,60.01,68.735,0.1,0.1,0.1
5.064,59.7,68.533,0.1,0.1,0.1
5.005,59.457,68.389,0.1,0.1,0.1
4.978,59.347,68.358,0.1,0.1,0.1
4.994,59.347,68.501,0.1,0.1,0.1
5.059,59.347,68.858,0.1,0.1,0.1
5.163,59.347,69.404,0.1,0.1,0.1
5.292,59.658,70.09,0.1,0.1,0.1
5.431,60.114,70.851,0.1,0.1,0.1
5.568,60.795,71.606,0.1,0.1,0.1
5.687,61.666,72.085,0.1,0.1,0.1
5.775,62.321,72.283,0.1,0.1,0.1
5.818,62.64,72.263,0.1,0.1,0.1
5.802,62.64,71.985,0.1,0.1,0.1
5.712,62.64,71.329,0.1,0.1,0.1
5.54,62.428,70.243,0.1,0.1,0.1
5.3,61.61,68.864,0.1,0.1,0.1
5.011,60.226,67.414,0.1,0.1,0.1
4.69,58.327,66.125,0.1,0.1,0.1
4.358,56.106,64.576,0.1,0.1,0.1
4.032,53.729,62.466,0.1,0.1,0.1
3.732,51.096,59.29,0.1,0.1,0.1
3.476,48.771,53.965,0.1,0.1,0.1
3.283,46.985,48.649,0.1,0.1,0.1
3.173,45.945,44.012,0.1,0.1,0.1
3.158,45.804,40.137,0.1,0.1,0.1
3.23,45.804,37.949,0.1,0.1,0.1
3.376,45.853,37.282,0.1,0.1,0.1
3.582,46.448,37.715,0.1,0.1,0.1
3.833,47.55,39.493,0.1,0.1,0.1
4.117,49.086,43.195,0.1,0.1,0.1
4.42,50.985,46.229,0.1,0.1,0.1
4.728,53.117,50.078,0.1,0.1,0.1
5.027,55.354,54.87,0.1,0.1,0.1
5.304,57.538,59.952,0.1,0.1,0.1
5.547,59.532,63.748,0.1,0.1,0.1
5.751,61.268,66.505,0.1,0.1,0.1
5.916,62.699,68.54,0.1,0.1,0.1
6.038,63.78,70.86,0.1,0.1,0.1
6.116,64.475,72.668,0.1,0.1,0.1
6.148,64.759,73.596,0.1,0.1,0.1
6.132,64.759,73.889,0.1,0.1,0.1
6.065,64.759,73.6,0.1,0.1,0.1
5.946,64.752,72.699,0.1,0.1,0.1
5.772,64.276,71.418,0.1,0.1,0.1
5.545,63.372,69.968,0.1,0.1,0.1
5.275,61.969,68.497,0.1,0.1,0.1
4.978,60.181,67.143,0.1,0.1,0.1
4.668,58.082,65.901,0.1,0.1,0.1
4.358,55.821,64.439,0.1,0.1,0.1
4.065,53.527,62.518,0.1,0.1,0.1
3.801,51.376,59.757,0.1,0.1,0.1
3.582,49.524,55.391,0.1,0.1,0.1
3.421,48.134,50.562,0.1,0.1,0.1
3.334,47.371,46.325,0.1,0.1,0.1
3.33,47.335,42.773,0.1,0.1,0.1
3.403,47.335,40.561,0.1,0.1,0.1
3.541,47.366,39.799,0.1,0.1,0.1
3.735,47.902,40.275,0.1,0.1,0.1
3.972,48.915,42.343,0.1,0.1,0.1
4.242,50.349,45.374,0.1,0.1,0.1
4.535,52.132,48.275,0.1,0.1,0.1
4.839,54.212,52.388,0.1,0.1,0.1
5.143,56.447,57.433,0.1,0.1,0.1
5.436,58.749,62.098,0.1,0.1,0.1
5.709,60.984,65.599,0.1,0.1,0.1
5.958,63.096,68.091,0.1,0.1,0.1
6.178,65.03,71.115,0.1,0.1,0.1
6.368,66.753,74.066,0.1,0.1,0.1
6.523,68.191,76.006,0.1,0.1,0.1
6.641,69.295,76.956,0.1,0.1,0.1
6.718,70.027,77.555,0.1,0.1,0.1
6.751,70.36,77.919,0.1,0.1,0.1
6.738,70.36,78.018,0.1,0.1,0.1
6.674,70.36,77.834,0.1,0.1,0.1
6.559,70.36,77.328,0.1,0.1,0.1
6.402,69.952,76.321,0.1,0.1,0.1
6.214,69.248,74.592,0.1,0.1,0.1
6.005,68.258,72.853,0.1,0.1,0.1
5.788,67.054,71.317,0.1,0.1,0.1
5.572,65.725,70.017,0.1,0.1,0.1
5.369,64.374,68.99,0.1,0.1,0.1
5.19,63.111,68.298,0.1,0.1,0.1
5.047,62.055,67.845,0.1,0.1,0.1
4.949,61.327,67.553,0.1,0.1,0.1
4.905,60.989,67.475,0.1,0.1,0.1
4.911,60.989,67.62,0.1,0.1,0.1
4.957,60.989,67.96,0.1,0.1,0.1
5.037,60.989,68.462,0.1,0.1,0.1
5.143,61.091,69.091,0.1,0.1,0.1
5.265,61.426,69.814,0.1,0.1,0.1
5.397,61.913,70.586,0.1,0.1,0.1
5.53,62.483,71.355,0.1,0.1,0.1
5.657,63.119,71.993,0.1,0.1,0.1
5.769,63.725,72.386,0.1,0.1,0.1
5.86,64.244,72.634,0.1,0.1,0.1
5.928,64.644,72.84,0.1,0.1,0.1
5.973,64.923,73,0.1,0.1,0.1
5.993,65.054,73.055,0.1,0.1,0.1
5.99,65.054,72.966,0.1,0.1,0.1
5.963,65.054,72.723,0.1,0.1,0.1
5.91,65.054,72.335,0.1,0.1,0.1
5.832,65.054,71.809,0.1,0.1,0.1
5.729,64.877,71.16,0.1,0.1,0.1
5.599,64.521,70.407,0.1,0.1,0.1
5.444,63.893,69.586,0.1,0.1,0.1
5.271,63.071,68.772,0.1,0.1,0.1
5.088,62.078,68.052,0.1,0.1,0.1
4.902,60.964,67.415,0.1,0.1,0.1
4.723,59.565,66.725,0.1,0.1,0.1
4.557,58.238,65.968,0.1,0.1,0.1
4.414,57.054,65.155,0.1,0.1,0.1
4.301,56.108,64.306,0.1,0.1,0.1
4.226,55.474,63.483,0.1,0.1,0.1
4.198,55.236,62.775,0.1,0.1,0.1
4.221,55.236,62.34,0.1,0.1,0.1
4.287,55.236,62.312,0.1,0.1,0.1
4.384,55.236,62.674,0.1,0.1,0.1
4.499,55.513,63.338,0.1,0.1,0.1
4.622,55.881,64.198,0.1,0.1,0.1
4.739,56.363,65.123,0.1,0.1,0.1
4.84,56.813,65.99,0.1,0.1,0.1
4.911,57.171,66.712,0.1,0.1,0.1
4.941,57.324,67.229,0.1,0.1,0.1
4.919,57.324,67.469,0.1,0.1,0.1
4.836,57.324,67.357,0.1,0.1,0.1
4.701,57.214,66.88,0.1,0.1,0.1
4.527,56.716,66.041,0.1,0.1,0.1
4.326,55.878,64.815,0.1,0.1,0.1
4.112,54.494,63.104,0.1,0.1,0.1
3.897,52.61,60.541,0.1,0.1,0.1
3.693,50.79,57.061,0.1,0.1,0.1
3.515,49.161,52.312,0.1,0.1,0.1
3.374,47.856,47.645,0.1,0.1,0.1
3.283,47.005,43.346,0.1,0.1,0.1
3.252,46.71,40.041,0.1,0.1,0.1
3.275,46.71,38.097,0.1,0.1,0.1
3.343,46.71,37.201,0.1,0.1,0.1
3.449,46.71,37.058,0.1,0.1,0.1
3.583,47.068,37.548,0.1,0.1,0.1
3.736,47.602,38.728,0.1,0.1,0.1
3.899,48.318,40.671,0.1,0.1,0.1
4.065,49.158,43.179,0.1,0.1,0.1
4.224,50.064,45.263,0.1,0.1,0.1
4.367,50.945,47.138,0.1,0.1,0.1
4.488,51.718,49.157,0.1,0.1,0.1
4.588,52.39,51.276,0.1,0.1,0.1
4.671,52.952,53.464,0.1,0.1,0.1
4.74,53.44,55.665,0.1,0.1,0.1
4.798,53.853,57.72,0.1,0.1,0.1
4.849,54.214,59.607,0.1,0.1,0.1
4.896,54.564,61.291,0.1,0.1,0.1
4.943,54.913,62.813,0.1,0.1,0.1
4.993,55.284,64.154,0.1,0.1,0.1
5.049,55.704,65.324,0.1,0.1,0.1
5.114,56.208,66.339,0.1,0.1,0.1
5.185,56.757,67.214,0.1,0.1,0.1
5.258,57.321,68.024,0.1,0.1,0.1
