inputs,outputs,predictions,RED,GREEN,BLUE
-2.038,-18.795,-29.415,0.1,0.1,0.1
-1.716,-16.935,-26.959,0.1,0.1,0.1
-1.396,-14.835,-24.232,0.1,0.1,0.1
-1.105,-12.732,-21.65,0.1,0.1,0.1
-0.869,-10.937,-19.675,0.1,0.1,0.1
-0.709,-9.675,-17.922,0.1,0.1,0.1
-0.621,-8.964,-14.85,0.1,0.1,0.1
-0.591,-8.725,-12.238,0.1,0.1,0.1
-0.609,-8.725,-11.095,0.1,0.1,0.1
-0.663,-8.725,-11.107,0.1,0.1,0.1
-0.741,-8.725,-11.629,0.1,0.1,0.1
-0.832,-8.835,-12.358,0.1,0.1,0.1
-0.923,-9.084,-13.692,0.1,0.1,0.1
-1.003,-9.319,-15.2,0.1,0.1,0.1
-1.06,-9.554,-16.673,0.1,0.1,0.1
-1.086,-9.662,-17.842,0.1,0.1,0.1
-1.086,-9.662,-18.55,0.1,0.1,0.1
-1.068,-9.662,-18.871,0.1,0.1,0.1
-1.041,-9.662,-18.895,0.1,0.1,0.1
-1.012,-9.662,-18.728,0.1,0.1,0.1
-0.99,-9.662,-18.487,0.1,0.1,0.1
-0.984,-9.662,-18.306,0.1,0.1,0.1
-1.001,-9.662,-18.342,0.1,0.1,0.1
-1.049,-9.662,-18.759,0.1,0.1,0.1
-1.138,-9.875,-19.684,0.1,0.1,0.1
-1.272,-10.499,-21.134,0.1,0.1,0.1
-1.444,-11.399,-22.907,0.1,0.1,0.1
-1.644,-12.568,-24.729,0.1,0.1,0.1
-1.861,-13.959,-26.454,0.1,0.1,0.1
-2.086,-15.503,-28.105,0.1,0.1,0.1
-2.308,-17.116,-29.743,0.1,0.1,0.1
-2.516,-18.704,-31.37,0.1,0.1,0.1
-2.701,-20.164,-32.953,0.1,0.1,0.1
-2.851,-21.516,-34.426,0.1,0.1,0.1
-2.958,-22.75,-35.667,0.1,0.1,0.1
-3.013,-23.434,-36.52,0.1,0.1,0.1
-3.024,-23.56,-36.914,0.1,0.1,0.1
-2.998,-23.56,-36.866,0.1,0.1,0.1
-2.946,-23.56,-36.461,0.1,0.1,0.1
-2.876,-23.56,-35.817,0.1,0.1,0.1
-2.797,-23.488,-35.061,0.1,0.1,0.1
-2.72,-23.276,-34.304,0.1,0.1,0.1
-2.653,-23.093,-33.637,0.1,0.1,0.1
-2.605,-22.936,-33.131,0.1,0.1,0.1
-2.586,-22.858,-32.852,0.1,0.1,0.1
-2.602,-22.858,-32.848,0.1,0.1,0.1
-2.645,-22.858,-33.101,0.1,0.1,0.1
-2.708,-22.858,-33.558,0.1,0.1,0.1
-2.779,-22.858,-34.156,0.1,0.1,0.1
-2.85,-23.033,-34.821,0.1,0.1,0.1
-2.911,-23.199,-35.468,0.1,0.1,0.1
-2.952,-23.312,-35.99,0.1,0.1,0.1
-2.963,-23.343,-36.265,0.1,0.1,0.1
-2.936,-23.343,-36.168,0.1,0.1,0.1
-2.86,-23.343,-35.602,0.1,0.1,0.1
-2.73,-23.251,-34.549,0.1,0.1,0.1
-2.553,-22.723,-33.14,0.1,0.1,0.1
-2.344,-21.79,-31.533,0.1,0.1,0.1
-2.113,-20.558,-29.806,0.1,0.1,0.1
-1.875,-19.114,-27.97,0.1,0.1,0.1
-1.64,-17.562,-26.059,0.1,0.1,0.1
-1.422,-16.018,-24.206,0.1,0.1,0.1
-1.232,-14.609,-22.599,0.1,0.1,0.1
-1.084,-13.465,-21.377,0.1,0.1,0.1
-0.99,-12.726,-20.62,0.1,0.1,0.1
-0.957,-12.465,-20.356,0.1,0.1,0.1
-0.976,-12.465,-20.363,0.1,0.1,0.1
-1.029,-12.465,-20.403,0.1,0.1,0.1
-1.103,-12.465,-20.648,0.1,0.1,0.1
-1.181,-12.53,-21.155,0.1,0.1,0.1
-1.249,-12.714,-21.762,0.1,0.1,0.1
-1.29,-12.827,-22.25,0.1,0.1,0.1
-1.289,-12.827,-22.422,0.1,0.1,0.1
-1.232,-12.827,-22.114,0.1,0.1,0.1
-1.102,-12.827,-21.142,0.1,0.1,0.1
-0.889,-11.918,-19.215,0.1,0.1,0.1
-0.603,-9.564,-15.538,0.1,0.1,0.1
-0.258,-6.599,-9.333,0.1,0.1,0.1
0.131,-3.116,-4.651,0.1,0.1,0.1
0.549,0.777,0.215,0.1,0.1,0.1
0.982,4.951,5.832,0.1,0.1,0.1
1.416,9.259,12.645,0.1,0.1,0.1
1.835,13.535,19.437,0.1,0.1,0.1
2.226,17.605,24.808,0.1,0.1,0.1
2.573,21.289,28.579,0.1,0.1,0.1
2.864,24.424,31.112,0.1,0.1,0.1
3.092,26.91,32.759,0.1,0.1,0.1
3.253,28.679,33.816,0.1,0.1,0.1
3.343,29.665,34.498,0.1,0.1,0.1
3.356,29.81,34.901,0.1,0.1,0.1
3.288,29.81,34.998,0.1,0.1,0.1
3.135,29.753,34.728,0.1,0.1,0.1
2.892,29.001,34.064,0.1,0.1,0.1
2.555,27.43,32.42,0.1,0.1,0.1
2.118,24.793,29.938,0.1,0.1,0.1
1.583,20.999,26.124,0.1,0.1,0.1
0.97,16.108,20.775,0.1,0.1,0.1
0.305,10.309,14.668,0.1,0.1,0.1
-0.386,3.86,7.743,0.1,0.1,0.1
-1.077,-2.943,-3.136,0.1,0.1,0.1
-1.744,-9.78,-11.94,0.1,0.1,0.1
-2.359,-16.304,-21.039,0.1,0.1,0.1
-2.897,-22.161,-28.74,0.1,0.1,0.1
-3.332,-27.36,-35.704,0.1,0.1,0.1
-3.639,-31.14,-42.144,0.1,0.1,0.1
-3.799,-33.108,-46.554,0.1,0.1,0.1
-3.822,-33.396,-48.767,0.1,0.1,0.1
-3.727,-33.396,-48.932,0.1,0.1,0.1
-3.531,-33.148,-47.135,0.1,0.1,0.1
-3.253,-32.154,-43.534,0.1,0.1,0.1
-2.91,-30.382,-39.052,0.1,0.1,0.1
-2.52,-27.946,-34.736,0.1,0.1,0.1
-2.101,-24.968,-31.041,0.1,0.1,0.1
-1.671,-21.621,-27.45,0.1,0.1,0.1
